"rhino_id","inst_id","species","sex","dob","age","birth_type","housing","date","lat","long","keeper_id","social_incomp","active","calm","investigative","sleep","stereotypies","assertive","chemosensory","con_af","con_ag","con_ff","food_ag","no_obj","pre_obj","social","vocal","fam_af","fam_ag","fam_ff","responsive","stranger_af","stranger_ag","stranger_ff"
21639474,"Inst-33","Southern White","Female",2020-02-24,2,"Captive","Social",2022-12-22,35.6297984,-79.7647964,"Keeper 222","No",8,6.4,6.9,5.5,0.3,1.3,1.9,4.5,3.7,4,1.7,6.9,6.5,9.2,9.6,9.4,0.9,0.8,8,8.8,0.5,1.3
18673175,"Inst-33","Southern White","Female",1997-01-09,25,"Wild","Social",2022-11-29,35.6297984,-79.7647964,"Keeper 102","No",7,5,7,5,0.3,4,6.8,8.5,5,2,5,1.5,5.1,8.5,5.1,9.1,0.2,1,9.9,9,0.2,1
18673175,"Inst-33","Southern White","Female",1997-01-09,25,"Wild","Social",2022-12-07,35.6297984,-79.7647964,"Keeper 164","No",7,9,8,6,0.1,5,5,5,5,2,2,2,2,8,5,10,1,1,8,8,1,0.5
18673175,"Inst-33","Southern White","Female",1997-01-09,25,"Wild","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 131","No",9,2.5,7.5,5,0.2,6.5,4.5,8.5,6.5,0.7,8.5,6,2,7.5,1.5,10,0,0,10,9.5,0,0
18673175,"Inst-33","Southern White","Female",1997-01-09,25,"Wild","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 217","No",7,5,5,5,0,3,6,5,3,2,2,1,1,6,4,9,1,1,8,9,1,1
18673175,"Inst-33","Southern White","Female",1997-01-09,25,"Wild","Social",2022-12-22,35.6297984,-79.7647964,"Keeper 222","No",6.8,5.2,6,5.5,1,4.5,3.1,9.1,4.5,0.8,3.6,2.9,2.6,8.9,4.4,9.5,0.3,1.3,10,9.4,0.6,1.1
21639468,"Inst-33","Southern White","Female",1988-01-01,34,"Wild","Social",2022-11-29,35.6297984,-79.7647964,"Keeper 102","No",5.1,7,5.1,5.1,0.3,9.7,5,2.5,9,0.2,9.5,5,8.5,2.5,2.5,5,0.3,0.3,9.6,6.1,4,1
21639468,"Inst-33","Southern White","Female",1988-01-01,34,"Wild","Social",2022-12-07,35.6297984,-79.7647964,"Keeper 164","No",9,9,8,5,0.1,9,7,5,5,5,5,5,5,5,5,5,2,1,5,5,3,1
21639468,"Inst-33","Southern White","Female",1988-01-01,34,"Wild","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 131","No",6.5,5.5,7.5,4,0,7,5,9,3,0.5,8,2,1,1.5,1.5,10,0,0.1,10,9,0.5,0.2
21639468,"Inst-33","Southern White","Female",1988-01-01,34,"Wild","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 217","No",7,5,5,4,0,10,8,3,6,0,10,4,6,3,5,7,3,0,8,9,1,1
21639468,"Inst-33","Southern White","Female",1988-01-01,34,"Wild","Social",2022-12-22,35.6297984,-79.7647964,"Keeper 222","No",7.4,8.9,8.1,5.8,1.4,10,8.7,3.4,3.1,9.5,8.5,0.4,0.7,1.4,1.5,6.9,0.5,0.7,8.8,2.2,2.5,2.3
18673169,"Inst-33","Southern White","Female",2020-01-05,2,"Captive","Social",2022-11-29,35.6297984,-79.7647964,"Keeper 102","No",8.5,4.5,9,5,2.5,3,5,9,4,3,4,5,2.5,9.5,5,10,0.1,0.2,10,10,0.2,1
18673169,"Inst-33","Southern White","Female",2020-01-05,2,"Captive","Social",2022-12-07,35.6297984,-79.7647964,"Keeper 164","No",8,7,9,5,0.1,5,5,5,5,1,5,5,5,8,5,10,4,0.1,8.1,10,1,0.1
18673169,"Inst-33","Southern White","Female",2020-01-05,2,"Captive","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 131","No",9,4.5,8.5,5.8,0,1,6.3,8.7,1,8.5,0.5,6.7,5.4,9.5,6.5,10,0,0,9.5,10,0,0
18673169,"Inst-33","Southern White","Female",2020-01-05,2,"Captive","Social",2022-12-10,35.6297984,-79.7647964,"Keeper 217","No",6,3,4,7,0,2,5,6,0.5,1,2,0.1,0.1,7,5,9,0.1,0.1,8,9,0.1,0.1
18673169,"Inst-33","Southern White","Female",2020-01-05,2,"Captive","Social",2022-12-22,35.6297984,-79.7647964,"Keeper 222","No",8.4,7,7.2,6.2,0.5,2,1.8,8.4,3.7,2.7,5.1,4.7,5.5,9.7,9.2,9.6,0.9,0.5,7.1,9.6,0.2,1.4
21503070,"Inst-33","Southern White","Female",2018-07-02,4,"Captive","Social",2022-11-29,35.6297984,-79.7647964,"Keeper 102","No",7.5,4.5,8.5,5,0.2,6.8,7.5,8.6,7,4,8,8,5,8.6,7,9.6,0.2,0.2,9.5,9.1,0,1
21503070,"Inst-33","Southern White","Female",2018-07-02,4,"Captive","Social",2022-12-07,35.6297984,-79.7647964,"Keeper 164","No",8,5,8,3,0.1,9,5,7,6,1.5,5,3,3,6,6,10,0.1,0.1,7,5,0.1,1
21503070,"Inst-33","Southern White","Female",2018-07-02,4,"Captive","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 131","No",9,6.5,7.5,4.5,0,3,6,7.5,3,6.5,3.7,2.5,3.5,7.5,6.5,10,0,0,10,9,0,1
21503070,"Inst-33","Southern White","Female",2018-07-02,4,"Captive","Social",2022-12-10,35.6297984,-79.7647964,"Keeper 217","No",6,4,3,5,0,5,5,4,5,3,4,1,2,3,4,7,1,0.1,7,7,0.1,1
21503070,"Inst-33","Southern White","Female",2018-07-02,4,"Captive","Social",2022-12-22,35.6297984,-79.7647964,"Keeper 222","No",8.4,7.8,7.3,4.3,0.5,6,5.4,6.2,7,5.5,6.1,3.4,2.9,9.5,9.4,9.6,0.8,0.3,10,8.6,0.8,1.3
21639615,"Inst-33","Southern White","Female",1992-01-01,30,"Wild","Social",2022-11-29,35.6297984,-79.7647964,"Keeper 102","No",1.9,9.2,3,8,5.1,9.4,1.6,1.5,3.9,1,8,5,7.1,0.4,0.3,8.4,0.7,4,1.5,1,0.5,5
21639615,"Inst-33","Southern White","Female",1992-01-01,30,"Wild","Social",2022-12-07,35.6297984,-79.7647964,"Keeper 164","No",0.5,9,0.5,9,NA,0.1,1,1,0.5,0.5,0.1,0.1,0.1,3,1,4,0.1,1,3,1,0.1,1
21639615,"Inst-33","Southern White","Female",1992-01-01,30,"Wild","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 131","No",3,10,4,9.5,0,0.5,0.1,4,0.2,0,2,0.5,0.5,6,5.5,10,0,0,2,10,0,0
21639615,"Inst-33","Southern White","Female",1992-01-01,30,"Wild","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 217","No",2,3,3,7,0,3,4,3,1,2,1,1,1,3,2,7,1,1,3,5,0,1
21639615,"Inst-33","Southern White","Female",1992-01-01,30,"Wild","Social",2022-12-22,35.6297984,-79.7647964,"Keeper 222","No",5.3,3,6.2,5.2,0.5,8.2,5,4.2,6.3,1.5,3.6,1,1.1,9.2,7,7,0.9,0.7,5.3,5.3,1.1,0.9
19030331,"Inst-33","Southern White","Female",1968-01-01,54,"Wild","Social",2022-11-29,35.6297984,-79.7647964,"Keeper 102","No",1.8,4.9,2.8,6.3,1.1,0.6,5.1,2.9,0.2,NA,0.3,0.3,0.3,3,0.2,8.1,0.4,1.5,7.5,1,0,0
16952462,"Inst-4","Southern White","Female",2000-11-14,22,"Captive","Social",2023-06-30,33.6364933,-98.0139277999999,"Keeper 126","No",5,8.1,5,5,0.5,3,6,7.5,2,0.5,5.5,1.1,1.1,9,7.5,9.1,0.5,0,8,10,0.5,0.5
19073289,"Inst-43","Southern White","Male",2004-08-29,18,"Captive","Social",2022-11-21,34.0100149,-81.0729917,"Keeper 182","Yes",5,5,7,3,1,2,7,7,3,4,0,0,NA,9,7,7,2,0,9,8,0,0
14662489,"Inst-4","Southern White","Female",1992-01-01,31,"Wild","Social",2023-06-30,33.6364933,-98.0139277999999,"Keeper 126","No",7,9.5,7,5,0.3,5,6,5,1,2,0.1,0.1,0.1,6,3.5,10,0,0,5,10,0,0
17283611,"Inst-4","Southern White","Female",1992-12-06,30,"Captive","Social",2023-06-30,33.6364933,-98.0139277999999,"Keeper 126","No",5,7.5,8.5,5,0,8,7,9,8.5,0.5,8.5,8,8,8,8,9,2,0,7.5,7.5,2.5,0.5
24403821,"Inst-4","Southern White","Male",1999-04-21,24,"Captive","Social",2023-06-30,33.6364933,-98.0139277999999,"Keeper 126","No",7.5,8,8,4,0,5,8.5,9,3,3,2,0,0,10,9,9,1,0,9,9.2,1,1
24424971,"Inst-35","Southern White","Female",1986-01-01,36,"Wild","Social",2022-12-15,41.2258648,-95.9271093,"Keeper 54","No",6,4,7,4,0,7,6,4,1,1,2,1,0,6,2,8,0,1,9,8,0,1
24424971,"Inst-35","Southern White","Female",1986-01-01,36,"Wild","Social",2022-12-15,41.2258648,-95.9271093,"Keeper 103","",5,4,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.5,0.3,9,9.4,0.2,4
24424971,"Inst-35","Southern White","Female",1986-01-01,36,"Wild","Social",2022-12-17,41.2258648,-95.9271093,"Keeper 228","No",8.6,9,9,5,0,0,1,8,3.5,3,0,0,0,5,2,10,0,0,10,10,0,0
24424971,"Inst-35","Southern White","Female",1986-01-01,36,"Wild","Social",2022-12-15,41.2258648,-95.9271093,"Keeper 133","No",4,5,6.5,8,3,5,2,4,4,3.5,3,2,2,3,1,8,1,1,8,7.5,2,1
24424968,"Inst-35","Southern White","Male",1998-10-01,24,"Captive","Social",2022-12-15,41.2258648,-95.9271093,"Keeper 54","No",5,7,6,5,1,5,9,5,2,1,6,1,0,4,2,10,0,0,9,10,0,2
24424968,"Inst-35","Southern White","Male",1998-10-01,24,"Captive","Social",2022-12-17,41.2258648,-95.9271093,"Keeper 228","No",10,9,7.5,5,0,7.5,8,8,3,0,3,0,NA,5,7,10,0,0,9.7,9.5,0,0
24424968,"Inst-35","Southern White","Male",1998-10-01,24,"Captive","Social",2022-12-20,41.2258648,-95.9271093,"Keeper 103","No",5,9.5,9,5,0.1,0.2,7,3,2,1,0.1,0.1,0.1,9,5,10,0.1,0.1,9,10,0.2,0.4
24424968,"Inst-35","Southern White","Male",1998-10-01,24,"Captive","Social",2022-12-15,41.2258648,-95.9271093,"Keeper 133","No",5,4,5,6.5,2.5,3,7.5,5,2,2,5,0,3,3,1,9.5,1,1,8.5,8,1,1
23216989,"Inst-36","Eastern Black","Female",2012-09-08,10,"Captive","Social",2022-11-22,45.5100569,-122.7158264,"Keeper 166","No",5,2,2,2,0,5,8.5,7,5,1,0,0,0,6,0,7.5,5,5,5,2,5,5
23216989,"Inst-36","Eastern Black","Female",2012-09-08,10,"Captive","Social",2022-11-22,45.5100569,-122.7158264,"Keeper 241","No",7,5.5,5.5,3.5,1,3.5,2,10,1,0.5,0.5,0,0,8,1,10,0,0,10,2,4.5,7.5
23216989,"Inst-36","Eastern Black","Female",2012-09-08,10,"Captive","Social",2023-03-13,45.5100569,-122.7158264,"Keeper 193","No",6,2,1,3,0,7,8,5,1,NA,NA,NA,NA,4,2,9,0,0,8,2,0,8
23216989,"Inst-36","Eastern Black","Female",2012-09-08,10,"Captive","Social",2023-03-13,45.5100569,-122.7158264,"Keeper 202","No",8,3.1,3,4,1,8,6,6,3.1,3.1,2,1,1,5,3,8.1,1,1,8,5,5,5
23215384,"Inst-36","Eastern Black","Male",2013-08-26,9,"Captive","Social",2022-11-20,45.5100569,-122.7158264,"Keeper 241","No",8,7,8,2,1,2.5,10,10,0.5,0.5,0.5,NA,NA,10,0.5,10,NA,NA,10,5,1.5,5
23215384,"Inst-36","Eastern Black","Male",2013-08-26,9,"Captive","Social",2022-11-22,45.5100569,-122.7158264,"Keeper 166","No",7,8,4.5,2,0,1,10,10,0,0.5,0,0,0,9,1,10,0,0,9.5,8,1,8
23215384,"Inst-36","Eastern Black","Male",2013-08-26,9,"Captive","Social",2023-03-13,45.5100569,-122.7158264,"Keeper 193","No",6,9.5,7,3,0,3,7,7,0,2,0,0,0,9,2,9,0,0,9,8,0,1
23215384,"Inst-36","Eastern Black","Male",2013-08-26,9,"Captive","Social",2023-03-13,45.5100569,-122.7158264,"Keeper 202","No",6,8,8.1,6,0,3.9,7,7,1,3,2.1,4,4,6,1.1,9,1.2,0.5,9,8.1,1,1
21850740,"Inst-37","Southern White","Male",2005-09-11,17,"Captive","Social",2023-03-07,40.7173282,-89.5738403,"Keeper 212","Yes",7,8,6,5.5,0,0,4,2,2,NA,NA,NA,NA,8,3,10,0,0.4,1,7,0,2
21850740,"Inst-37","Southern White","Male",2005-09-11,17,"Captive","Social",2023-03-13,40.7173282,-89.5738403,"Keeper 8","Yes",8,6.5,6,2,2,1,10,10,7,5,0,3,7,3,2,10,0,0,8,6.5,2,0
21850731,"Inst-37","Southern White","Male",2005-12-10,17,"Captive","Social",2023-03-07,40.7173282,-89.5738403,"Keeper 212","Yes",8,9,3,4,0,NA,8,6,0.7,NA,0,NA,NA,9,3,8.2,0,0,4,1,0,1
21850731,"Inst-37","Southern White","Male",2005-12-10,17,"Captive","Social",2023-03-13,40.7173282,-89.5738403,"Keeper 8","Yes",8,3,7,2,0,8,10,5,7,2,2,2,7,2,3,7,0,3.5,6.5,4,3,5
24428151,"Inst-38","Southern White","Male",2002-02-08,20,"Captive","Individual",2022-12-15,39.9719878,-75.1962708,"Keeper 177","",6,7,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0.2,7.5,8.5,0.1,0.1
19230309,"Inst-39","Southern White","Male",2016-04-02,6,"Captive","Individual",2022-11-28,41.6693401,-86.2179554,"Keeper 139","",7,2.5,9,5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,8,8.5,0,1.5
19230309,"Inst-39","Southern White","Male",2016-04-02,6,"Captive","Individual",2022-11-28,41.6693401,-86.2179554,"Keeper 168","",5,6,8.5,4.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,0,0,6,7.5,0.5,3
19230309,"Inst-39","Southern White","Male",2016-04-02,6,"Captive","Individual",2022-11-29,41.6693401,-86.2179554,"Keeper 14","",5,9.1,7.8,6.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1.6,6.9,10,1.3,0.8
19230309,"Inst-39","Southern White","Male",2016-04-02,6,"Captive","Individual",2022-11-30,41.6693401,-86.2179554,"Keeper 181","",6,5,9,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,2,8,7,0.5,3
19230309,"Inst-39","Southern White","Male",2016-04-02,6,"Captive","Individual",2023-01-04,41.6693401,-86.2179554,"Keeper 239","",5,1,8,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,8,9,0.1,2
19030319,"Inst-40","Eastern Black","Female",2007-07-06,15,"Captive","Individual",2022-11-21,42.7178696,-84.5276713,"Keeper 3","",6,4,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0.2,0.1,7.3,9.2,0.1,0.2
19030319,"Inst-40","Eastern Black","Female",2007-07-06,15,"Captive","Individual",2022-11-27,42.7178696,-84.5276713,"Keeper 158","",5,7.5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,1,9.2,8.1,2.2,1
19030319,"Inst-40","Eastern Black","Female",2007-07-06,15,"Captive","Individual",2022-12-04,42.7178696,-84.5276713,"Keeper 109","No",4,8,3,6.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,8.9,8.1,0,0
14662348,"Inst-40","Eastern Black","Male",2007-09-27,15,"Captive","Individual",2022-11-27,42.7178696,-84.5276713,"Keeper 158","",8,2,5.1,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4.1,2,7,5,6.1,6
14662348,"Inst-40","Eastern Black","Male",2007-09-27,15,"Captive","Individual",2022-11-21,42.7178696,-84.5276713,"Keeper 3","",8,4,6,5.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,7,2,7.5,0.1
14662348,"Inst-40","Eastern Black","Male",2007-09-27,15,"Captive","Individual",2022-12-04,42.7178696,-84.5276713,"Keeper 109","No",9.9,4.3,8.6,5.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,3,1.1,6.4,0,0,0
24428154,"Inst-41","Eastern Black","Male",2003-09-19,19,"Captive","Social",2022-12-18,42.7481071,-87.7845252,"Keeper 221","No",6.5,3,2,4,2,1.5,8.5,8.5,0,0,3,0,0,9,2,7.5,0,1,5.5,4.5,1,6
24428154,"Inst-41","Eastern Black","Male",2003-09-19,19,"Captive","Social",2023-01-06,42.7481071,-87.7845252,"Keeper 18","No",7.4,2.9,4,3.2,4.2,6.2,7.4,6,0.6,NA,NA,NA,NA,8.3,NA,6.9,1.3,0.2,6.3,5.4,0.3,0.3
24428154,"Inst-41","Eastern Black","Male",2003-09-19,19,"Captive","Social",2022-12-18,42.7481071,-87.7845252,"Keeper 238","No",8.5,1.3,1.4,4.2,1,1,9,8.7,0.7,6.2,0.8,0,NA,9,3.4,5.2,0.3,1,5.4,1.8,0.3,4.8
24428157,"Inst-41","Eastern Black","Female",2001-01-26,21,"Captive","Social",2022-12-18,42.7481071,-87.7845252,"Keeper 221","No",3.3,4,8.5,6.5,2,3.3,1.5,4,1.5,0,0.5,0,0,8.5,0,10,0,0,9,8,0.5,1
24428157,"Inst-41","Eastern Black","Female",2001-01-26,21,"Captive","Social",2023-01-06,42.7481071,-87.7845252,"Keeper 18","No",5,8.4,6.5,4.9,3.2,3.7,4.7,7.4,2.8,NA,NA,NA,NA,7.1,NA,9.2,0.9,0.1,8.8,4.9,5,2.7
24428157,"Inst-41","Eastern Black","Female",2001-01-26,21,"Captive","Social",2022-12-18,42.7481071,-87.7845252,"Keeper 238","No",4.3,6.5,6.8,8,1,4.8,6.6,5.1,4.3,1.9,1.3,0,NA,1.4,0.5,9,3.6,0.4,8.6,5.1,6.7,1.9
15458923,"Inst-42","Southern White","Male",2002-12-24,20,"Captive","Individual",2023-03-09,32.2098547,-110.9207443,"Keeper 2","",8,2.5,8.6,2.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,1.6,1.6,7,6.1,1.5,3
15458923,"Inst-42","Southern White","Male",2002-12-24,20,"Captive","Individual",2023-03-09,32.2098547,-110.9207443,"Keeper 122","",7.5,7,9,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0,7.5,8,0,3
15458923,"Inst-42","Southern White","Male",2002-12-24,20,"Captive","Individual",2023-03-19,32.2098547,-110.9207443,"Keeper 95","Yes",7,3.8,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0,8.3,8,0,2.5
15458941,"Inst-42","Southern White","Female",1973-04-15,49,"Captive","Individual",2023-03-09,32.2098547,-110.9207443,"Keeper 2","",5,10,6,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.1,0.1,5,5,0.1,0.1
15458941,"Inst-42","Southern White","Female",1973-04-15,49,"Captive","Individual",2023-03-09,32.2098547,-110.9207443,"Keeper 122","",5,9.5,7,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9.5,10,0,0
15458941,"Inst-42","Southern White","Female",1973-04-15,49,"Captive","Individual",2023-03-19,32.2098547,-110.9207443,"Keeper 95","Yes",5.5,9.3,8.5,6.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.5,0,9,7,0,0
19073289,"Inst-43","Southern White","Male",2004-08-29,18,"Captive","Social",2022-11-25,34.0100149,-81.0729917,"Keeper 53","No",6.5,9,3.5,3.5,0.5,2.5,4,7,0.8,0.2,0.2,0,0,10,0.8,8,0.5,0,8.5,9,0,0
19073289,"Inst-43","Southern White","Male",2004-08-29,18,"Captive","Social",2022-11-30,34.0100149,-81.0729917,"Keeper 19","No",6,7,4,5.5,2,0,2.5,4,0,0,0,0,0,7,0,8.5,0,0,9,9,0,0
19073289,"Inst-43","Southern White","Male",2004-08-29,18,"Captive","Social",2023-01-20,34.0100149,-81.0729917,"Keeper 87","No",7,8.7,6,5,2,3.5,8.4,5.6,4.2,4.4,1.1,0,NA,6.3,2.2,8.7,1.5,0,8.9,8,1.1,1
19073289,"Inst-43","Southern White","Male",2004-08-29,18,"Captive","Social",2023-02-07,34.0100149,-81.0729917,"Keeper 7","No",7,5.7,8.6,2.2,0.6,3.3,8.5,5.6,1,1,1,0.3,0,9.1,0.4,6.2,1.5,0.1,8.1,9.6,0.3,0.1
19073289,"Inst-43","Southern White","Male",2004-08-29,18,"Captive","Social",2023-03-17,34.0100149,-81.0729917,"Keeper 186","No",8.2,6.5,6,2,0,2,6,6.5,1,1,2,1,1,3,1,8,1,0.5,7,7.5,0.5,2
17335112,"Inst-43","Southern White","Female",2011-12-07,10,"Captive","Social",2022-11-21,34.0100149,-81.0729917,"Keeper 182","No",6,6,7,3,1,8,3,8,3,5,2,0,0,5,8,5,1,2,7,3,3,5
17335112,"Inst-43","Southern White","Female",2011-12-07,10,"Captive","Social",2022-11-25,34.0100149,-81.0729917,"Keeper 53","No",5,3.5,2,3,0,5,0.5,5,3,4.2,0,0,2,7.5,8.5,5.8,1,0.5,5,3,1,5.5
17335112,"Inst-43","Southern White","Female",2011-12-07,10,"Captive","Social",2022-11-30,34.0100149,-81.0729917,"Keeper 19","No",5.5,1.5,0.5,3.5,0,2.5,0.5,6,2,1,0.5,0,0,8.5,3.5,8,0.5,0,8.5,2.5,1,0
17335112,"Inst-43","Southern White","Female",2011-12-07,11,"Captive","Social",2023-01-27,34.0100149,-81.0729917,"Keeper 87","No",6.7,5,2.5,3.3,0.4,6.9,0.2,5.8,4.3,2.9,2.4,0.5,0.7,7.4,7.6,8,1.4,3.1,5.8,2.2,1.2,3.2
17335112,"Inst-43","Southern White","Female",2011-12-07,11,"Captive","Social",2023-02-14,34.0100149,-81.0729917,"Keeper 7","No",5.1,0.4,0.4,6,0.2,9,0.5,0.8,7.1,6.1,2.3,0.2,0.4,7.4,3.5,5.1,0.1,1.5,5,2.9,2.9,2.9
17335112,"Inst-43","Southern White","Female",2011-12-07,11,"Captive","Social",2023-03-17,34.0100149,-81.0729917,"Keeper 186","No",7,5,5.5,2,0,3.5,0.5,5.5,1.5,1.5,0.5,0.5,1,3,2.5,6.5,1,0.5,6,3,0.5,2
17335124,"Inst-43","Southern White","Female",2017-10-02,5,"Captive","Social",2022-11-21,34.0100149,-81.0729917,"Keeper 182","No",6,6,8,5,0,9,3,9,2,2,5,0,0,9,0,9,1,0,8,8,0,1
17335124,"Inst-43","Southern White","Female",2017-10-02,5,"Captive","Social",2022-11-25,34.0100149,-81.0729917,"Keeper 53","No",6,6,9.2,4,0,7.2,0.3,7,0.8,1,2,0.1,0,10,0.2,10,0,0,7.5,9.5,0,0.2
17335124,"Inst-43","Southern White","Female",2017-10-02,5,"Captive","Social",2022-11-30,34.0100149,-81.0729917,"Keeper 19","No",4.5,7,6.5,7,0,2,0.5,7.8,0,0,1,0,0,9.3,0,9.8,0,0,8.3,9.4,0,0
17335124,"Inst-43","Southern White","Female",2017-10-02,5,"Captive","Social",2023-01-27,34.0100149,-81.0729917,"Keeper 87","No",8,8,10,4.9,0,1,0.6,6.9,2.1,1.3,3.1,0.9,0.3,8.8,0.3,9,0.4,0,7,6.1,1.1,0.4
17335124,"Inst-43","Southern White","Female",2017-10-02,5,"Captive","Social",2023-02-14,34.0100149,-81.0729917,"Keeper 7","No",6.3,6.2,8.5,5,0.1,2.6,0.4,8,1.3,0.9,8.4,0.9,1.2,10,0.8,9.1,0.2,0.2,8,9.1,0.3,0.6
17335124,"Inst-43","Southern White","Female",2017-10-02,5,"Captive","Social",2023-03-17,34.0100149,-81.0729917,"Keeper 186","No",7.5,7,8,2,0,0.5,1,6,1,0.5,2.5,1,1,7,0,8,1,1,7,6,0.5,1.5
24428313,"Inst-44","Southern White","Male",2004-09-15,18,"Captive","Individual",2022-11-29,42.9518497,-79.0574417999999,"Keeper 163","",5,1,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,10,0,0
24428313,"Inst-44","Southern White","Male",2004-09-15,18,"Captive","Individual",2022-12-01,42.9518497,-79.0574417999999,"Keeper 67","Yes",8,7,8,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9,10,0,0
24428166,"Inst-44","Southern White","Male",2003-03-12,19,"Captive","Individual",2022-11-29,42.9518497,-79.0574417999999,"Keeper 163","",5,8,10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,10,1,1
24428166,"Inst-44","Southern White","Male",2003-03-12,19,"Captive","Individual",2022-12-01,42.9518497,-79.0574417999999,"Keeper 67","Yes",7,5,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,8,8,0,2.5
19548899,"Inst-45","Southern White","Female",2003-07-01,19,"Wild","Social",2023-06-27,38.5569166,-122.6955347,"Keeper 86","No",2.5,8,5.6,5.8,0,5,1.5,3.5,3.5,4,3,0,0,1.6,2.2,9.3,0.7,0,7.8,6.9,1.7,1.8
19548899,"Inst-45","Southern White","Female",2003-07-01,19,"Wild","Social",2023-06-28,38.5569166,-122.6955347,"Keeper 244","No",2.6,6.9,7.2,8.4,4,7.7,1,5,6.9,6.8,8.1,2.5,1.4,8.1,6,7.9,1,0.8,8.5,8.1,0.7,4.3
19548899,"Inst-45","Southern White","Female",2003-07-01,19,"Wild","Social",2023-06-28,38.5569166,-122.6955347,"Keeper 214","No",2.6,5.5,7.2,8.8,0.7,5,5,5,8.1,8,8,1,1,5,9,9.5,0.5,0.5,7,9.7,1,0.5
19548899,"Inst-45","Southern White","Female",2003-07-01,19,"Wild","Social",2023-06-28,38.5569166,-122.6955347,"Keeper 173","No",8.7,9.5,8.6,4,1,8.6,5.3,7.7,8.6,0.8,9.8,0.4,0.3,5.8,2,9.9,0.7,0,9.6,9.6,0.3,0.3
14662498,"Inst-45","Southern White","Male",1996-07-01,26,"Wild","Social",2023-06-27,38.5569166,-122.6955347,"Keeper 86","No",4,8,8.5,5.1,0,8,8,8,1,0,2,3.6,3.5,5,2.5,9,0.3,0,8.8,9.5,0,0
14662498,"Inst-45","Southern White","Male",1996-07-01,26,"Wild","Social",2023-06-28,38.5569166,-122.6955347,"Keeper 244","No",5,5.1,6.6,8.2,3.6,5,2.5,4.9,1.8,2.6,7.6,7,5,5.1,2.8,4.2,2,1.2,7,7.6,1.7,7.6
14662498,"Inst-45","Southern White","Male",1996-07-01,26,"Wild","Social",2023-06-28,38.5569166,-122.6955347,"Keeper 214","No",5,1.5,8.7,8.7,1,8.7,8.7,7.1,6.1,1.7,8.6,1.1,1.1,6,5,9.6,1,0.8,9,9.3,1.1,0.7
14662498,"Inst-45","Southern White","Male",1996-07-01,26,"Wild","Social",2023-06-28,38.5569166,-122.6955347,"Keeper 173","No",8,8.5,9,8.3,0.3,0.5,7.7,7,0.5,0.5,1.6,0.5,0.5,8,0.5,9.5,0,0,9.7,8.5,0.5,0.5
24428337,"Inst-46","Eastern Black","Male",2004-08-17,19,"Captive","Social",2023-09-10,38.6365116,-90.2924701,"Keeper 199","No",4.9,1.4,9.1,5,2.5,7.3,8.5,8.5,2.9,0.8,1.3,1.1,1.1,7.3,3.7,8.3,0.1,0.1,10,8.1,0.1,0.1
24428337,"Inst-46","Eastern Black","Male",2004-08-17,19,"Captive","Social",2023-09-10,38.6365116,-90.2924701,"Keeper 38","No",7.9,8.8,8,8,6,4,8.5,8,1.8,0.5,0,0,0,9,6.8,8.8,0.5,0,9,7.5,1,0.5
